crime_id,date,district,crime_type,latitude,longitude,location,suspect_id,victim_id,police_station,status,arrested,repeat_offender,population_density,unemployment_rate,risk_zone,risk_score
CR-001474,2024-11-18,Chitradurga,Theft,14.276939,76.420357,Chitradurga Zone 1,SUS-00603,VIC-00530,Chitradurga South PS,Arrested,1,0,292.48,5.97,Low Risk,0.2418
CR-001475,2024-12-17,Bengaluru Urban,Cybercrime,13.038528,77.604101,Bengaluru Urban Zone 1,SUS-00278,VIC-00443,Bengaluru Urban Rural PS,Arrested,1,1,4650.06,4.16,High Risk,0.7548
CR-001476,2025-02-12,Belagavi,Assault,15.902985,74.579457,Belagavi Zone 1,SUS-00382,VIC-00876,Belagavi Special Task Force,Closed,0,0,578.52,5.38,Medium Risk,0.4019
CR-001477,2024-12-05,Bagalkot,Assault,16.250352,75.574152,Bagalkot Zone 3,SUS-00579,VIC-00900,Bagalkot Rural PS,Active,0,0,319.06,5.92,Low Risk,0.3745
CR-001478,2025-02-26,Davangere,Fraud,14.414838,75.897985,Davangere Zone 4,SUS-00177,VIC-00991,Davangere Traffic PS,Arrested,1,0,384.04,6.19,Low Risk,0.3474
CR-001479,2024-02-23,Koppal,Assault,15.490247,76.187923,Koppal Zone 1,SUS-00711,VIC-01050,Koppal North PS,Arrested,1,0,205.63,6.27,Low Risk,0.2791
CR-001480,2023-09-25,Kodagu,Theft,12.477254,75.852474,Kodagu Zone 5,SUS-00742,VIC-00206,Kodagu Special Task Force,Closed,0,0,158.55,4.13,Low Risk,0.301
CR-001481,2024-01-16,Hassan,Burglary,13.068344,76.115757,Hassan Zone 5,SUS-00517,VIC-01073,Hassan Traffic PS,Closed,0,0,273.0,5.31,Low Risk,0.3415
CR-001482,2023-01-28,Davangere,Domestic Violence,14.294352,76.033407,Davangere Zone 3,SUS-00354,VIC-00850,Davangere East PS,Arrested,1,0,403.34,5.99,Low Risk,0.3481
CR-001483,2024-08-05,Ballari,Cybercrime,15.235894,76.933915,Ballari Zone 1,SUS-00180,VIC-00011,Ballari Traffic PS,Arrested,1,0,377.02,6.08,Low Risk,0.2581
CR-001484,2023-12-12,Koppal,Theft,15.314088,76.068367,Koppal Zone 1,SUS-00517,VIC-01070,Koppal West PS,Closed,0,0,252.24,6.16,Low Risk,0.3118
CR-001485,2024-08-04,Mysuru,Assault,12.388993,76.752567,Mysuru Zone 4,SUS-00210,VIC-01044,Mysuru North PS,Arrested,1,0,982.51,4.82,Low Risk,0.3289
CR-001486,2025-02-14,Chikkaballapur,Domestic Violence,13.519053,77.794562,Chikkaballapur Zone 2,SUS-00796,VIC-00775,Chikkaballapur Rural PS,Closed,0,0,399.99,5.35,Low Risk,0.2291
CR-001487,2023-02-13,Yadgir,Domestic Violence,16.696225,77.113933,Yadgir Zone 3,SUS-00376,VIC-00751,Yadgir Central PS,Closed,0,0,267.95,6.54,Low Risk,0.3473
CR-001488,2024-07-06,Kodagu,Drug Offense,12.336452,75.541423,Kodagu Zone 2,SUS-00616,VIC-00995,Kodagu Rural PS,Closed,0,1,182.52,4.15,Medium Risk,0.5439
CR-001489,2023-06-11,Hubballi,Drug Offense,15.398375,75.235763,Hubballi Zone 1,SUS-00095,VIC-01149,Hubballi Special Task Force,Closed,0,0,812.14,5.28,Low Risk,0.3782
CR-001490,2025-01-01,Gadag,Robbery,15.606975,75.620323,Gadag Zone 1,SUS-00529,VIC-00783,Gadag South PS,Closed,0,1,241.78,6.19,Medium Risk,0.4644
CR-001491,2024-02-14,Dharwad,Assault,15.64129,74.925958,Dharwad Zone 5,SUS-00709,VIC-00637,Dharwad Central PS,Active,0,0,393.66,6.04,Low Risk,0.3975
CR-001492,2024-01-25,Mysuru,Burglary,12.260406,76.648682,Mysuru Zone 3,SUS-00558,VIC-00680,Mysuru West PS,Closed,0,1,908.37,4.46,Medium Risk,0.6097
CR-001493,2023-06-04,Koppal,Theft,15.424726,76.107498,Koppal Zone 2,SUS-00654,VIC-00678,Koppal Women PS,Closed,0,0,199.54,7.1,Low Risk,0.3352
CR-001494,2024-10-28,Bengaluru Rural,Assault,13.19404,77.663001,Bengaluru Rural Zone 1,SUS-00007,VIC-00128,Bengaluru Rural North PS,Closed,0,0,589.4,4.64,Low Risk,0.2741
CR-001495,2023-10-02,Uttara Kannada,Burglary,14.872082,74.764547,Uttara Kannada Zone 4,SUS-00268,VIC-00958,Uttara Kannada Central PS,Closed,0,0,217.41,5.55,Low Risk,0.2308
CR-001496,2024-07-08,Hassan,Assault,12.996289,76.046013,Hassan Zone 1,SUS-00197,VIC-00781,Hassan West PS,Active,0,1,278.39,5.01,Medium Risk,0.4641
CR-001497,2023-12-20,Mangaluru,Robbery,12.882085,74.850935,Mangaluru Zone 3,SUS-00229,VIC-00052,Mangaluru North PS,Closed,0,0,1236.27,4.83,Medium Risk,0.412
CR-001498,2024-02-10,Kodagu,Assault,12.479497,75.695371,Kodagu Zone 5,SUS-00238,VIC-00984,Kodagu Women PS,Active,0,0,185.42,4.71,Low Risk,0.2523
CR-001499,2023-03-03,Kalaburagi,Theft,17.271424,76.786594,Kalaburagi Zone 1,SUS-00194,VIC-00113,Kalaburagi West PS,Arrested,1,0,395.15,6.32,Low Risk,0.374
CR-001500,2023-03-28,Hubballi,Fraud,15.491889,75.235308,Hubballi Zone 4,SUS-00222,VIC-00901,Hubballi East PS,Closed,0,0,819.31,5.76,Medium Risk,0.4066
CR-001501,2024-07-01,Bagalkot,Assault,16.148339,75.666749,Bagalkot Zone 4,SUS-00662,VIC-00602,Bagalkot Cyber Crime Cell,Active,0,0,295.66,5.92,Low Risk,0.3595
CR-001502,2024-08-23,Belagavi,Robbery,15.848915,74.5162,Belagavi Zone 2,SUS-00542,VIC-00926,Belagavi West PS,Active,0,0,613.94,5.68,Low Risk,0.3674
CR-001503,2023-08-18,Chikkamagaluru,Domestic Violence,13.311591,75.727293,Chikkamagaluru Zone 1,SUS-00181,VIC-00342,Chikkamagaluru Women PS,Arrested,1,0,247.23,5.07,Low Risk,0.2996
CR-001504,2023-03-21,Kolar,Domestic Violence,13.057254,78.155578,Kolar Zone 4,SUS-00012,VIC-00145,Kolar South PS,Closed,0,0,535.29,5.73,Low Risk,0.2737
CR-001505,2025-02-03,Bagalkot,Theft,16.338076,75.727091,Bagalkot Zone 5,SUS-00712,VIC-00204,Bagalkot South PS,Active,0,0,261.38,6.25,Low Risk,0.2501
CR-001506,2024-03-05,Hassan,Burglary,13.017373,76.059412,Hassan Zone 1,SUS-00168,VIC-00124,Hassan Special Task Force,Active,0,0,248.14,4.86,Low Risk,0.1906
CR-001507,2023-03-01,Hassan,Drug Offense,12.915121,76.185273,Hassan Zone 3,SUS-00041,VIC-01172,Hassan Rural PS,Arrested,1,0,323.23,4.68,Low Risk,0.3268
CR-001508,2025-04-15,Yadgir,Theft,16.706701,77.217183,Yadgir Zone 3,SUS-00596,VIC-00487,Yadgir Special Task Force,Arrested,1,0,215.89,7.61,Low Risk,0.2834
CR-001509,2024-10-01,Gadag,Theft,15.412724,75.655388,Gadag Zone 1,SUS-00425,VIC-01177,Gadag East PS,Active,0,0,226.63,5.44,Low Risk,0.2243
CR-001510,2024-12-15,Mangaluru,Theft,13.056721,74.98635,Mangaluru Zone 1,SUS-00472,VIC-00346,Mangaluru East PS,Closed,0,0,1177.9,5.19,Medium Risk,0.4079
CR-001511,2023-11-18,Kolar,Domestic Violence,13.007637,78.046736,Kolar Zone 2,SUS-00418,VIC-00115,Kolar Special Task Force,Closed,0,0,476.07,5.65,Low Risk,0.2205
CR-001512,2023-10-16,Gadag,Robbery,15.383817,75.682025,Gadag Zone 5,SUS-00372,VIC-00319,Gadag West PS,Closed,0,0,236.13,5.63,Low Risk,0.212
CR-001513,2023-01-04,Koppal,Murder,15.303929,76.051916,Koppal Zone 3,SUS-00335,VIC-00689,Koppal Central PS,Arrested,1,0,196.56,6.86,Low Risk,0.2685
CR-001514,2024-04-26,Kalaburagi,Kidnapping,17.297253,76.816218,Kalaburagi Zone 4,SUS-00616,VIC-00337,Kalaburagi Central PS,Closed,0,1,477.88,6.11,Medium Risk,0.5577
CR-001515,2025-02-27,Belagavi,Fraud,15.72801,74.568776,Belagavi Zone 4,SUS-00783,VIC-00349,Belagavi Rural PS,Closed,0,0,630.67,5.32,Low Risk,0.2698
CR-001516,2024-08-13,Koppal,Cybercrime,15.340901,76.233603,Koppal Zone 3,SUS-00738,VIC-00358,Koppal North PS,Closed,0,0,257.42,7.11,Low Risk,0.3528
CR-001517,2025-04-10,Ramanagara,Theft,12.671707,77.355482,Ramanagara Zone 3,SUS-00661,VIC-01041,Ramanagara Rural PS,Closed,0,0,379.6,5.45,Low Risk,0.203
CR-001518,2025-03-03,Shivamogga,Assault,13.967929,75.455746,Shivamogga Zone 1,SUS-00189,VIC-00149,Shivamogga Women PS,Closed,0,0,348.18,5.1,Low Risk,0.2257
CR-001519,2025-01-23,Dharwad,Assault,15.499417,75.123032,Dharwad Zone 5,SUS-00032,VIC-00322,Dharwad Cyber Crime Cell,Arrested,1,0,462.46,5.86,Low Risk,0.2669
CR-001520,2023-05-26,Hassan,Cybercrime,12.920322,76.064855,Hassan Zone 2,SUS-00050,VIC-00176,Hassan Central PS,Closed,0,1,324.32,4.74,Medium Risk,0.4538
CR-001521,2024-12-03,Uttara Kannada,Drug Offense,15.021506,74.803183,Uttara Kannada Zone 1,SUS-00054,VIC-00012,Uttara Kannada Special Task Force,Closed,0,0,169.52,5.13,Low Risk,0.3373
CR-001522,2024-04-23,Chikkamagaluru,Theft,13.331572,75.784729,Chikkamagaluru Zone 1,SUS-00473,VIC-00948,Chikkamagaluru South PS,Active,0,0,212.98,5.27,Low Risk,0.3233
CR-001523,2025-03-30,Chikkaballapur,Robbery,13.48969,77.648105,Chikkaballapur Zone 5,SUS-00789,VIC-00739,Chikkaballapur Rural PS,Arrested,1,0,337.56,5.14,Low Risk,0.2841
CR-001524,2024-09-09,Hassan,Burglary,12.985552,76.062151,Hassan Zone 2,SUS-00101,VIC-00319,Hassan East PS,Arrested,1,0,276.45,5.02,Low Risk,0.271
CR-001525,2025-02-20,Tumakuru,Robbery,13.265331,77.23939,Tumakuru Zone 5,SUS-00108,VIC-00564,Tumakuru West PS,Closed,0,0,351.67,5.49,Low Risk,0.2642
CR-001526,2024-11-15,Chikkamagaluru,Fraud,13.364671,75.735568,Chikkamagaluru Zone 2,SUS-00604,VIC-00217,Chikkamagaluru Women PS,Active,0,0,190.83,5.27,Low Risk,0.1862
CR-001527,2024-08-01,Kalaburagi,Cybercrime,17.323961,76.815198,Kalaburagi Zone 4,SUS-00524,VIC-00362,Kalaburagi East PS,Active,0,1,424.09,5.98,Medium Risk,0.6252
CR-001528,2024-06-01,Mangaluru,Theft,12.912946,74.924642,Mangaluru Zone 2,SUS-00028,VIC-01076,Mangaluru East PS,Closed,0,0,1229.51,4.9,Low Risk,0.3566
CR-001529,2025-02-28,Haveri,Theft,14.825598,75.478929,Haveri Zone 4,SUS-00199,VIC-00188,Haveri Rural PS,Closed,0,1,284.0,5.84,Medium Risk,0.5122
CR-001530,2024-01-03,Kolar,Burglary,13.06541,78.092688,Kolar Zone 3,SUS-00383,VIC-00392,Kolar Special Task Force,Active,0,0,511.75,5.86,Low Risk,0.3549
CR-001531,2025-05-30,Mysuru,Robbery,12.420014,76.626775,Mysuru Zone 4,SUS-00704,VIC-00106,Mysuru Cyber Crime Cell,Arrested,1,0,908.9,4.87,Low Risk,0.2586
CR-001532,2023-04-23,Mandya,Cybercrime,12.513465,76.844278,Mandya Zone 1,SUS-00076,VIC-01145,Mandya North PS,Closed,0,0,382.98,5.4,Low Risk,0.2963
CR-001533,2025-04-14,Uttara Kannada,Theft,14.814029,74.652131,Uttara Kannada Zone 3,SUS-00723,VIC-00442,Uttara Kannada West PS,Arrested,1,0,191.1,4.72,Low Risk,0.2779
CR-001534,2024-04-22,Udupi,Assault,13.260791,74.602827,Udupi Zone 4,SUS-00312,VIC-00839,Udupi Women PS,Arrested,1,0,457.22,4.47,Low Risk,0.3196
CR-001535,2024-07-28,Davangere,Robbery,14.41795,75.903733,Davangere Zone 4,SUS-00675,VIC-00073,Davangere East PS,Arrested,1,0,399.61,5.41,Low Risk,0.207
CR-001536,2025-03-21,Ramanagara,Robbery,12.829872,77.411044,Ramanagara Zone 4,SUS-00353,VIC-00302,Ramanagara Rural PS,Active,0,1,426.55,5.03,Medium Risk,0.5081
CR-001537,2024-10-25,Uttara Kannada,Assault,14.79948,74.718889,Uttara Kannada Zone 5,SUS-00522,VIC-00092,Uttara Kannada North PS,Closed,0,0,217.99,4.73,Low Risk,0.2787
CR-001538,2023-04-06,Kalaburagi,Murder,17.407448,76.834327,Kalaburagi Zone 1,SUS-00147,VIC-00640,Kalaburagi Women PS,Arrested,1,0,369.71,5.94,Low Risk,0.2376
CR-001539,2024-03-01,Bengaluru Urban,Fraud,12.952399,77.564699,Bengaluru Urban Zone 2,SUS-00246,VIC-00334,Bengaluru Urban Women PS,Closed,0,0,3769.55,4.07,Medium Risk,0.5163
CR-001540,2023-01-24,Kalaburagi,Murder,17.260549,76.855065,Kalaburagi Zone 3,SUS-00800,VIC-00179,Kalaburagi Women PS,Closed,0,0,387.12,6.23,Low Risk,0.2638
CR-001541,2023-01-28,Raichur,Fraud,16.346042,77.346002,Raichur Zone 2,SUS-00559,VIC-01069,Raichur South PS,Closed,0,0,318.31,6.4,Low Risk,0.2628
CR-001542,2024-10-15,Raichur,Assault,16.252678,77.41768,Raichur Zone 3,SUS-00477,VIC-00764,Raichur Cyber Crime Cell,Closed,0,0,275.82,6.97,Low Risk,0.3824
CR-001543,2025-02-16,Chitradurga,Theft,14.228071,76.41494,Chitradurga Zone 1,SUS-00343,VIC-00043,Chitradurga West PS,Closed,0,1,277.19,5.5,Medium Risk,0.5266
CR-001544,2023-01-04,Raichur,Assault,16.245946,77.333892,Raichur Zone 4,SUS-00328,VIC-00742,Raichur South PS,Active,0,0,280.08,7.19,Low Risk,0.3642
CR-001545,2023-10-09,Bagalkot,Domestic Violence,16.221111,75.754133,Bagalkot Zone 2,SUS-00657,VIC-01162,Bagalkot North PS,Arrested,1,0,275.32,6.34,Low Risk,0.3524
CR-001546,2024-07-20,Kolar,Burglary,13.096738,78.101442,Kolar Zone 2,SUS-00196,VIC-00986,Kolar Rural PS,Closed,0,0,497.31,5.92,Low Risk,0.2667
CR-001547,2024-04-17,Bengaluru Rural,Robbery,13.183776,77.615474,Bengaluru Rural Zone 2,SUS-00224,VIC-00780,Bengaluru Rural Central PS,Arrested,1,1,568.39,4.61,Medium Risk,0.5812
CR-001548,2024-12-08,Raichur,Theft,16.206978,77.377358,Raichur Zone 4,SUS-00012,VIC-00104,Raichur Rural PS,Arrested,1,0,317.53,6.53,Low Risk,0.2763
CR-001549,2024-11-25,Hubballi,Cybercrime,15.375341,75.11856,Hubballi Zone 2,SUS-00014,VIC-01093,Hubballi East PS,Active,0,0,891.42,5.06,Low Risk,0.3414
CR-001550,2024-12-31,Chamarajanagar,Assault,11.922349,77.052276,Chamarajanagar Zone 3,SUS-00185,VIC-01173,Chamarajanagar Central PS,Active,0,0,206.17,6.02,Low Risk,0.2636
CR-001551,2024-09-20,Raichur,Cybercrime,16.361103,77.28299,Raichur Zone 1,SUS-00521,VIC-01033,Raichur West PS,Closed,0,0,246.4,7.25,Low Risk,0.3395
CR-001552,2024-10-25,Bengaluru Urban,Domestic Violence,12.899776,77.663762,Bengaluru Urban Zone 2,SUS-00755,VIC-00501,Bengaluru Urban South PS,Arrested,1,0,4146.66,4.34,Medium Risk,0.5971
CR-001553,2024-09-04,Chitradurga,Theft,14.164227,76.334928,Chitradurga Zone 4,SUS-00416,VIC-00666,Chitradurga Rural PS,Closed,0,0,247.98,6.34,Low Risk,0.2386
CR-001554,2024-06-21,Chitradurga,Drug Offense,14.162927,76.448593,Chitradurga Zone 2,SUS-00716,VIC-00062,Chitradurga North PS,Closed,0,1,262.51,6.03,Medium Risk,0.5586
CR-001555,2024-04-20,Chikkaballapur,Fraud,13.495342,77.718266,Chikkaballapur Zone 2,SUS-00113,VIC-00359,Chikkaballapur South PS,Closed,0,0,326.52,4.84,Low Risk,0.3145
CR-001556,2024-03-26,Vijayanagara,Cybercrime,15.344198,76.487024,Vijayanagara Zone 4,SUS-00370,VIC-01151,Vijayanagara Cyber Crime Cell,Arrested,1,0,264.04,6.75,Low Risk,0.3231
CR-001557,2023-04-15,Bengaluru Urban,Murder,13.053123,77.66788,Bengaluru Urban Zone 3,SUS-00641,VIC-00024,Bengaluru Urban South PS,Closed,0,1,3816.95,4.61,High Risk,0.7647
CR-001558,2023-07-09,Kolar,Fraud,13.053917,78.142585,Kolar Zone 1,SUS-00483,VIC-00856,Kolar East PS,Arrested,1,0,540.43,5.22,Low Risk,0.2952
CR-001559,2023-06-16,Ramanagara,Burglary,12.737643,77.345199,Ramanagara Zone 4,SUS-00104,VIC-00862,Ramanagara Women PS,Arrested,1,0,345.4,5.22,Low Risk,0.187
CR-001560,2025-05-21,Kodagu,Cybercrime,12.582248,75.658753,Kodagu Zone 5,SUS-00436,VIC-00787,Kodagu Central PS,Active,0,0,197.57,3.89,Low Risk,0.1456
CR-001561,2025-05-08,Mandya,Assault,12.475818,76.922763,Mandya Zone 1,SUS-00707,VIC-00926,Mandya Cyber Crime Cell,Arrested,1,0,387.76,5.02,Low Risk,0.1878
CR-001562,2024-06-18,Hassan,Fraud,12.895661,76.015118,Hassan Zone 3,SUS-00169,VIC-00960,Hassan Central PS,Active,0,0,284.27,5.38,Low Risk,0.3307
CR-001563,2024-06-16,Tumakuru,Burglary,13.357767,77.252246,Tumakuru Zone 5,SUS-00794,VIC-00640,Tumakuru Traffic PS,Closed,0,0,275.66,5.59,Low Risk,0.3828
CR-001564,2023-03-15,Kolar,Cybercrime,13.086106,78.243517,Kolar Zone 4,SUS-00210,VIC-00420,Kolar Special Task Force,Arrested,1,0,443.61,5.07,Low Risk,0.3864
CR-001565,2024-01-08,Shivamogga,Domestic Violence,14.071284,75.600167,Shivamogga Zone 1,SUS-00443,VIC-00448,Shivamogga South PS,Arrested,1,0,366.46,4.96,Low Risk,0.3198
CR-001566,2025-05-06,Ramanagara,Cybercrime,12.735734,77.39872,Ramanagara Zone 2,SUS-00694,VIC-00279,Ramanagara West PS,Arrested,1,0,397.49,4.55,Low Risk,0.2477
CR-001567,2024-08-09,Uttara Kannada,Theft,14.750803,74.658506,Uttara Kannada Zone 2,SUS-00550,VIC-00039,Uttara Kannada Special Task Force,Arrested,1,1,212.74,5.71,Medium Risk,0.571
CR-001568,2024-12-27,Vijayapura,Assault,16.914713,75.789715,Vijayapura Zone 5,SUS-00289,VIC-00417,Vijayapura Rural PS,Active,0,0,361.43,5.6,Low Risk,0.3898
CR-001569,2024-08-24,Mandya,Assault,12.495257,76.936014,Mandya Zone 1,SUS-00487,VIC-00166,Mandya Women PS,Closed,0,0,352.48,4.78,Low Risk,0.1832
CR-001570,2025-04-16,Hassan,Domestic Violence,12.946281,76.097011,Hassan Zone 5,SUS-00025,VIC-01132,Hassan Women PS,Closed,0,0,295.92,4.67,Low Risk,0.2407
CR-001571,2024-07-20,Mandya,Assault,12.5603,76.926318,Mandya Zone 2,SUS-00447,VIC-00003,Mandya West PS,Arrested,1,0,426.97,4.81,Low Risk,0.2094
CR-001572,2024-06-29,Gadag,Theft,15.371046,75.486508,Gadag Zone 2,SUS-00226,VIC-00763,Gadag Cyber Crime Cell,Active,0,0,274.2,6.12,Low Risk,0.2856
CR-001573,2025-04-22,Udupi,Theft,13.290679,74.739969,Udupi Zone 4,SUS-00695,VIC-00486,Udupi Special Task Force,Active,0,0,504.23,4.67,Low Risk,0.3262
CR-001574,2024-09-10,Mandya,Assault,12.439561,76.787027,Mandya Zone 1,SUS-00596,VIC-00684,Mandya Central PS,Arrested,1,0,332.86,4.88,Low Risk,0.224
CR-001575,2023-07-18,Belagavi,Fraud,15.898233,74.48426,Belagavi Zone 1,SUS-00490,VIC-00904,Belagavi East PS,Active,0,0,692.75,6.08,Low Risk,0.2924
CR-001576,2025-05-10,Kodagu,Robbery,12.556762,75.799465,Kodagu Zone 3,SUS-00502,VIC-00358,Kodagu South PS,Closed,0,0,183.18,4.07,Low Risk,0.1501
CR-001577,2024-02-06,Haveri,Drug Offense,14.733224,75.396628,Haveri Zone 3,SUS-00724,VIC-00041,Haveri Special Task Force,Arrested,1,0,267.46,6.02,Low Risk,0.2212
CR-001578,2023-03-16,Kalaburagi,Drug Offense,17.319307,76.807449,Kalaburagi Zone 5,SUS-00266,VIC-00251,Kalaburagi Traffic PS,Closed,0,0,448.17,6.3,Low Risk,0.2396
CR-001579,2024-06-11,Uttara Kannada,Theft,14.756048,74.791016,Uttara Kannada Zone 4,SUS-00314,VIC-00793,Uttara Kannada Special Task Force,Closed,0,0,216.02,5.03,Low Risk,0.3215
CR-001580,2023-03-15,Davangere,Assault,14.629161,75.848985,Davangere Zone 4,SUS-00750,VIC-00424,Davangere West PS,Arrested,1,0,391.15,5.41,Low Risk,0.3009
CR-001581,2023-07-20,Vijayapura,Drug Offense,16.849301,75.728283,Vijayapura Zone 4,SUS-00160,VIC-00218,Vijayapura Special Task Force,Arrested,1,0,272.3,6.33,Low Risk,0.3575
CR-001582,2024-07-22,Gadag,Burglary,15.298121,75.51622,Gadag Zone 1,SUS-00199,VIC-01102,Gadag East PS,Closed,0,1,272.62,6.49,Medium Risk,0.5961
CR-001583,2023-09-25,Yadgir,Theft,16.762635,77.307986,Yadgir Zone 1,SUS-00608,VIC-01154,Yadgir Cyber Crime Cell,Active,0,0,220.79,6.73,Low Risk,0.3287
CR-001584,2023-08-27,Udupi,Theft,13.4171,74.752973,Udupi Zone 2,SUS-00026,VIC-00862,Udupi East PS,Arrested,1,0,445.22,4.45,Low Risk,0.3487
CR-001585,2024-09-18,Vijayapura,Kidnapping,16.852004,75.772823,Vijayapura Zone 4,SUS-00447,VIC-00609,Vijayapura Traffic PS,Closed,0,0,357.99,6.39,Low Risk,0.377
CR-001586,2023-11-23,Belagavi,Robbery,15.769031,74.557369,Belagavi Zone 3,SUS-00362,VIC-00049,Belagavi Rural PS,Active,0,0,584.63,6.29,Low Risk,0.2918
CR-001587,2023-10-10,Vijayapura,Cybercrime,16.766887,75.630509,Vijayapura Zone 5,SUS-00141,VIC-00250,Vijayapura Central PS,Active,0,0,279.11,5.91,Low Risk,0.2238
CR-001588,2025-01-29,Haveri,Murder,14.80507,75.342353,Haveri Zone 4,SUS-00032,VIC-00301,Haveri Special Task Force,Closed,0,0,254.82,5.05,Low Risk,0.3041
CR-001589,2023-01-29,Vijayanagara,Theft,15.281409,76.513823,Vijayanagara Zone 5,SUS-00726,VIC-00833,Vijayanagara Cyber Crime Cell,Arrested,1,0,300.09,5.77,Low Risk,0.2812
CR-001590,2023-11-19,Dharwad,Assault,15.641779,75.011828,Dharwad Zone 4,SUS-00009,VIC-01010,Dharwad North PS,Arrested,1,0,367.19,5.72,Low Risk,0.377
CR-001591,2025-03-28,Chitradurga,Drug Offense,14.198763,76.356178,Chitradurga Zone 3,SUS-00323,VIC-00356,Chitradurga Women PS,Arrested,1,0,236.92,6.38,Medium Risk,0.401
CR-001592,2023-06-15,Uttara Kannada,Theft,14.72039,74.757066,Uttara Kannada Zone 3,SUS-00674,VIC-00033,Uttara Kannada Women PS,Closed,0,0,211.87,4.99,Low Risk,0.2483
CR-001593,2023-06-25,Koppal,Assault,15.382569,76.273739,Koppal Zone 5,SUS-00542,VIC-00662,Koppal East PS,Arrested,1,0,255.59,6.32,Low Risk,0.249
CR-001594,2025-05-27,Davangere,Theft,14.586506,75.821865,Davangere Zone 4,SUS-00607,VIC-00276,Davangere Cyber Crime Cell,Active,0,0,315.86,5.36,Low Risk,0.238
CR-001595,2024-03-04,Mangaluru,Cybercrime,12.973793,74.783956,Mangaluru Zone 4,SUS-00484,VIC-00218,Mangaluru Central PS,Arrested,1,0,1037.34,5.71,Medium Risk,0.4292
CR-001596,2023-05-05,Ballari,Robbery,15.078929,76.852477,Ballari Zone 5,SUS-00717,VIC-00951,Ballari Traffic PS,Arrested,1,0,392.1,6.9,Low Risk,0.2934
CR-001597,2023-03-01,Mysuru,Cybercrime,12.38453,76.557891,Mysuru Zone 3,SUS-00208,VIC-01108,Mysuru Central PS,Arrested,1,0,939.81,4.98,Low Risk,0.2752
CR-001598,2023-02-11,Gadag,Cybercrime,15.467641,75.644413,Gadag Zone 1,SUS-00699,VIC-00331,Gadag Women PS,Active,0,0,257.18,6.25,Medium Risk,0.4022
CR-001599,2024-11-19,Bengaluru Rural,Kidnapping,13.349003,77.492657,Bengaluru Rural Zone 3,SUS-00132,VIC-00297,Bengaluru Rural Cyber Crime Cell,Closed,0,0,529.7,4.85,Low Risk,0.2239
CR-001600,2024-10-04,Kodagu,Assault,12.309908,75.699418,Kodagu Zone 4,SUS-00464,VIC-00885,Kodagu Special Task Force,Active,0,0,204.37,4.15,Low Risk,0.2703
CR-001601,2023-01-02,Udupi,Theft,13.44246,74.779145,Udupi Zone 4,SUS-00368,VIC-00287,Udupi East PS,Closed,0,0,472.33,4.54,Low Risk,0.3013
CR-001602,2024-12-27,Chitradurga,Fraud,14.166353,76.454605,Chitradurga Zone 5,SUS-00160,VIC-00166,Chitradurga Special Task Force,Arrested,1,0,297.78,6.26,Low Risk,0.2639
CR-001603,2024-01-11,Koppal,Theft,15.493865,76.323348,Koppal Zone 1,SUS-00470,VIC-00660,Koppal Women PS,Arrested,1,0,253.45,6.69,Low Risk,0.2482
CR-001604,2023-01-13,Ramanagara,Domestic Violence,12.738676,77.343818,Ramanagara Zone 5,SUS-00097,VIC-00208,Ramanagara Traffic PS,Arrested,1,0,404.18,4.57,Low Risk,0.2476
CR-001605,2023-03-04,Haveri,Cybercrime,14.832338,75.421457,Haveri Zone 2,SUS-00257,VIC-00097,Haveri Women PS,Arrested,1,1,279.7,5.14,Medium Risk,0.5938
CR-001606,2023-02-08,Ramanagara,Burglary,12.805638,77.264383,Ramanagara Zone 4,SUS-00087,VIC-01175,Ramanagara South PS,Arrested,1,0,419.77,4.67,Low Risk,0.3376
CR-001607,2024-08-03,Vijayanagara,Theft,15.300099,76.459719,Vijayanagara Zone 2,SUS-00359,VIC-01182,Vijayanagara West PS,Active,0,0,277.34,6.85,Low Risk,0.3693
CR-001608,2024-02-20,Yadgir,Assault,16.927755,77.06364,Yadgir Zone 3,SUS-00650,VIC-00409,Yadgir Traffic PS,Closed,0,0,237.34,7.02,Low Risk,0.2438
CR-001609,2024-07-26,Shivamogga,Assault,13.873727,75.619572,Shivamogga Zone 4,SUS-00790,VIC-00229,Shivamogga West PS,Closed,0,0,305.24,5.9,Low Risk,0.2495
CR-001610,2023-12-31,Haveri,Cybercrime,14.795049,75.393877,Haveri Zone 5,SUS-00061,VIC-00846,Haveri East PS,Arrested,1,1,271.61,5.56,Medium Risk,0.634
CR-001611,2025-04-30,Bagalkot,Burglary,16.075559,75.463403,Bagalkot Zone 4,SUS-00570,VIC-00966,Bagalkot South PS,Closed,0,0,318.27,6.11,Low Risk,0.2948
CR-001612,2024-06-21,Chikkamagaluru,Theft,13.313139,75.685347,Chikkamagaluru Zone 1,SUS-00768,VIC-00311,Chikkamagaluru Rural PS,Active,0,0,225.51,5.03,Low Risk,0.2014
CR-001613,2024-11-18,Kolar,Burglary,13.217758,78.224612,Kolar Zone 2,SUS-00609,VIC-00642,Kolar Women PS,Active,0,0,415.25,5.82,Low Risk,0.3098
CR-001614,2023-01-09,Chikkamagaluru,Assault,13.452031,75.74128,Chikkamagaluru Zone 1,SUS-00084,VIC-00025,Chikkamagaluru Special Task Force,Closed,0,0,215.56,5.22,Low Risk,0.3772
